dataset	bialsites_avg	bialsites_std	sf_avg	sf_std	sxA_avg	sxA_std	sxB_avg	sxB_std	ss_avg	ss_std	successive_ss_avg	successive_ss_std	piA_avg	piA_std	piB_avg	piB_std	pearson_r_pi	thetaA_avg	thetaA_std	thetaB_avg	thetaB_std	pearson_r_theta	DtajA_avg	DtajA_std	DtajB_avg	DtajB_std	divAB_avg	divAB_std	netdivAB_avg	netdivAB_std	minDivAB_avg	minDivAB_std	maxDivAB_avg	maxDivAB_std	Gmin_avg	Gmin_std	Gmax_avg	Gmax_std	FST_avg	FST_std	pearson_r_divAB_netDivAB	pearson_r_divAB_FST	pearson_r_netDivAB_FST	ss_sf	ss_noSf	noSs_sf	noSs_noSf
645	239.04000	24.70786	67.24000	14.29973	133.99000	20.85497	37.81000	10.72445	0.00000	0.00000	0.00000	0.00000	0.03797	0.00740	0.01074	0.00360	0.09663	0.03777	0.00588	0.01066	0.00302	0.08387	0.01422	0.41710	0.01343	0.55584	0.11386	0.01505	0.08950	0.01461	0.10239	0.01379	0.12581	0.01663	0.89932	0.02475	1.10540	0.03010	0.65184	0.05543	0.95903	0.44760	0.68055	0.00000	0.00000	100.00000	0.00000
646	144.92000	16.22756	10.04000	4.96169	25.44000	7.30112	108.76000	17.07520	0.68000	1.58669	0.08000	0.30594	0.00763	0.00316	0.02703	0.00495	-0.10048	0.00736	0.00225	0.03085	0.00479	-0.26116	0.07113	0.79522	-0.51016	0.32805	0.03896	0.00711	0.02163	0.00622	0.02892	0.00682	0.05018	0.00797	0.73792	0.07245	1.29666	0.09903	0.38623	0.07325	0.92041	0.57506	0.84187	25.00000	0.00000	75.00000	0.00000
647	154.07000	23.74332	79.09000	20.42356	64.06000	22.90538	10.92000	4.36275	0.00000	0.00000	0.00000	0.00000	0.01824	0.00791	0.00299	0.00157	-0.12215	0.01806	0.00646	0.00308	0.00123	-0.33108	-0.02628	0.63497	-0.16086	0.89197	0.10075	0.01903	0.09014	0.01920	0.09330	0.01948	0.10922	0.01911	0.92295	0.04545	1.08805	0.04808	0.81001	0.06930	0.97883	0.43991	0.61054	0.00000	0.00000	100.00000	0.00000
648	235.89000	32.69615	33.67000	12.07647	20.99000	7.66615	181.13000	31.01730	0.10000	0.90000	0.03000	0.29850	0.00599	0.00289	0.05098	0.01034	0.08998	0.00594	0.00219	0.05108	0.00875	0.09473	-0.05964	0.75687	-0.01395	0.38788	0.08733	0.01579	0.05885	0.01385	0.07182	0.01488	0.10371	0.01822	0.82034	0.05684	1.19094	0.07024	0.51191	0.06644	0.93961	0.45404	0.72584	2.00000	0.00000	98.00000	0.00000
649	159.55000	19.72834	17.28000	7.83209	77.03000	16.67181	63.72000	12.81178	1.52000	2.05173	0.19000	0.56027	0.02177	0.00591	0.01835	0.00495	-0.03739	0.02214	0.00486	0.01839	0.00375	-0.03272	-0.08917	0.51483	-0.02775	0.60672	0.05476	0.00913	0.03470	0.00824	0.04384	0.00883	0.06651	0.00982	0.79743	0.05476	1.22027	0.07241	0.46804	0.07511	0.91010	0.44788	0.77101	53.00000	0.00000	47.00000	0.00000
650	160.58000	18.23139	0.00000	0.00000	68.01000	11.39166	77.10000	12.38588	15.47000	6.85486	1.08000	0.90200	0.01881	0.00355	0.01974	0.00334	0.47711	0.02353	0.00373	0.02609	0.00377	0.27162	-0.81507	0.38808	-0.99421	0.32451	0.02319	0.00408	0.00392	0.00176	0.01093	0.00274	0.03661	0.00585	0.47214	0.08683	1.58795	0.13358	0.09250	0.03222	0.76369	0.49784	0.92941	0.00000	100.00000	0.00000	0.00000
651	168.09000	16.67159	70.83000	11.41407	95.99000	15.90628	1.27000	1.35540	0.00000	0.00000	0.00000	0.00000	0.02684	0.00554	0.00039	0.00049	0.06316	0.02706	0.00448	0.00036	0.00038	-0.05925	-0.03967	0.47056	0.05406	0.83122	0.09653	0.01052	0.08292	0.01064	0.09036	0.01079	0.10357	0.01101	0.93523	0.02378	1.07347	0.02472	0.75676	0.04721	0.96510	0.38342	0.61096	0.00000	0.00000	100.00000	0.00000
652	230.79000	27.73636	29.06000	8.33165	33.29000	8.42531	168.39000	25.54717	0.05000	0.25981	0.02000	0.19900	0.00919	0.00312	0.04411	0.00695	0.12999	0.00940	0.00239	0.04748	0.00718	0.09779	-0.13019	0.63790	-0.28263	0.35292	0.07440	0.01034	0.04775	0.00891	0.06232	0.01001	0.08759	0.01197	0.83590	0.04092	1.17886	0.04779	0.47753	0.05459	0.92457	0.43276	0.74126	4.00000	0.00000	96.00000	0.00000
653	229.96000	24.36470	0.58000	1.48445	108.57000	17.33854	88.98000	16.37619	31.83000	13.41570	2.09000	1.34235	0.03711	0.00676	0.03274	0.00752	0.35998	0.03957	0.00562	0.03405	0.00625	0.24384	-0.26431	0.37470	-0.16940	0.42482	0.04891	0.00907	0.01398	0.00577	0.02827	0.00734	0.06969	0.01178	0.57734	0.09331	1.43199	0.10126	0.16813	0.05506	0.77300	0.46367	0.91080	23.00000	77.00000	0.00000	0.00000
654	145.78000	19.49799	38.24000	10.67813	104.75000	20.46234	2.79000	1.82371	0.00000	0.00000	0.00000	0.00000	0.03025	0.00693	0.00081	0.00066	-0.05463	0.02953	0.00577	0.00079	0.00051	-0.15415	0.09339	0.45727	0.06095	0.97935	0.06781	0.01187	0.05228	0.01120	0.05885	0.01157	0.07733	0.01224	0.86580	0.05927	1.14554	0.06063	0.63026	0.07270	0.95657	0.46695	0.69929	0.00000	0.00000	100.00000	0.00000
655	245.21000	26.62491	0.70000	1.79722	124.54000	20.54479	76.90000	14.52618	43.07000	16.08804	3.03000	1.59659	0.04472	0.00873	0.03532	0.00828	0.36744	0.04724	0.00737	0.03382	0.00648	0.28114	-0.23202	0.38293	0.16807	0.43134	0.05752	0.01048	0.01750	0.00634	0.03235	0.00811	0.08232	0.01449	0.56115	0.08586	1.43650	0.10452	0.18188	0.05426	0.75650	0.36755	0.87684	26.00000	74.00000	0.00000	0.00000
656	249.41000	21.43553	27.24000	7.52611	137.85000	20.94391	83.94000	16.52018	0.38000	0.99780	0.04000	0.19596	0.03706	0.00638	0.02371	0.00571	-0.14857	0.03896	0.00590	0.02377	0.00475	-0.24629	-0.20193	0.33091	-0.02408	0.44384	0.08206	0.00771	0.05167	0.00758	0.06933	0.00800	0.09531	0.00830	0.84384	0.03709	1.16302	0.04326	0.46567	0.05452	0.86663	0.41152	0.80968	20.00000	0.00000	80.00000	0.00000
657	199.97000	21.57705	45.43000	10.76778	52.62000	14.21040	101.87000	17.19747	0.05000	0.21794	0.00000	0.00000	0.01472	0.00497	0.02856	0.00613	0.15004	0.01485	0.00402	0.02873	0.00485	0.16443	-0.07402	0.59298	-0.03813	0.41640	0.08619	0.01069	0.06455	0.01031	0.07561	0.01014	0.09703	0.01180	0.87684	0.03678	1.12663	0.03624	0.60445	0.06416	0.91955	0.33998	0.67944	5.00000	0.00000	95.00000	0.00000
658	282.82000	30.87082	19.51000	10.59669	149.79000	26.91145	101.11000	21.94716	12.41000	8.21108	1.49000	1.36011	0.04704	0.00928	0.03288	0.00917	-0.02670	0.04572	0.00792	0.03200	0.00724	-0.08038	0.11891	0.39386	0.08061	0.47754	0.09553	0.01431	0.05557	0.01320	0.07425	0.01365	0.11636	0.01667	0.77540	0.06328	1.22154	0.07755	0.41438	0.07184	0.89357	0.49895	0.83100	97.00000	0.00000	3.00000	0.00000
659	135.85000	14.43702	76.99000	12.71573	33.81000	9.63711	25.05000	8.28417	0.00000	0.00000	0.00000	0.00000	0.00941	0.00327	0.00701	0.00308	0.10021	0.00953	0.00272	0.00706	0.00234	0.01878	-0.06852	0.63827	-0.06727	0.80210	0.09272	0.01182	0.08451	0.01206	0.08673	0.01183	0.09945	0.01202	0.93455	0.02224	1.07372	0.02534	0.83935	0.04639	0.98072	0.41689	0.58463	0.00000	0.00000	100.00000	0.00000
660	275.35000	23.75179	36.37000	9.18548	161.26000	22.14706	77.68000	15.86876	0.04000	0.19596	0.00000	0.00000	0.04388	0.00701	0.02193	0.00544	-0.14279	0.04547	0.00624	0.02191	0.00447	-0.13814	-0.14662	0.29748	-0.00937	0.48421	0.09515	0.00897	0.06225	0.00841	0.08144	0.00911	0.10959	0.01008	0.85518	0.03668	1.15257	0.03742	0.49221	0.04882	0.88954	0.37430	0.75501	4.00000	0.00000	96.00000	0.00000
661	81.85000	13.09685	16.89000	6.64364	39.36000	10.95401	25.43000	9.83388	0.17000	0.64892	0.00000	0.00000	0.01126	0.00378	0.00727	0.00348	0.18600	0.01114	0.00312	0.00722	0.00284	0.06148	0.03020	0.66781	-0.03265	0.68221	0.03417	0.00624	0.02491	0.00601	0.02768	0.00595	0.04193	0.00675	0.80740	0.06089	1.23503	0.08523	0.57972	0.09882	0.89636	0.32710	0.70428	9.00000	0.00000	91.00000	0.00000
662	74.75000	12.20604	0.73000	1.09412	16.68000	4.93939	51.79000	9.68225	5.55000	5.88451	0.74000	1.07350	0.00666	0.00357	0.01345	0.00343	0.39616	0.00627	0.00234	0.01616	0.00299	0.38737	0.10573	0.92721	-0.69742	0.44028	0.01584	0.00434	0.00579	0.00265	0.00680	0.00279	0.02577	0.00669	0.42676	0.12666	1.64418	0.19600	0.22611	0.08389	0.75275	0.32242	0.84464	28.00000	55.00000	14.00000	3.00000
663	202.08000	19.69400	32.07000	6.98177	36.59000	9.34997	133.42000	18.20779	0.00000	0.00000	0.00000	0.00000	0.01054	0.00335	0.03616	0.00586	-0.01163	0.01031	0.00264	0.03761	0.00513	0.00395	0.07174	0.63005	-0.16160	0.34132	0.07350	0.00800	0.05014	0.00752	0.06300	0.00796	0.08447	0.00841	0.85607	0.03404	1.15107	0.03841	0.52358	0.05403	0.90818	0.39315	0.73963	0.00000	0.00000	100.00000	0.00000
664	197.20000	17.87177	7.67000	4.40240	68.83000	12.49164	119.02000	14.62599	1.68000	2.10656	0.09000	0.34914	0.01968	0.00450	0.03071	0.00431	-0.06959	0.01987	0.00365	0.03402	0.00414	-0.11163	-0.05132	0.49107	-0.39512	0.34388	0.04987	0.00669	0.02468	0.00581	0.03797	0.00665	0.06240	0.00676	0.75874	0.05613	1.25694	0.07294	0.33244	0.05561	0.89396	0.56714	0.87236	63.00000	0.00000	37.00000	0.00000
665	211.74000	26.89149	69.19000	17.08783	95.88000	22.50435	46.54000	13.16542	0.13000	0.54139	0.01000	0.09950	0.02795	0.00842	0.01357	0.00507	-0.04691	0.02706	0.00636	0.01315	0.00375	0.01571	0.09206	0.50375	0.07743	0.65708	0.11079	0.01715	0.09003	0.01666	0.09894	0.01660	0.12338	0.01762	0.89178	0.03384	1.11659	0.04512	0.68810	0.06519	0.95993	0.40800	0.64451	7.00000	0.00000	93.00000	0.00000
666	275.84000	34.02726	0.04000	0.19596	95.03000	17.48854	106.40000	18.44072	74.37000	22.64670	4.55000	2.22879	0.04875	0.01086	0.05019	0.01018	0.63820	0.04775	0.00857	0.05095	0.00838	0.56818	0.06764	0.43401	-0.07544	0.37896	0.06189	0.01164	0.01242	0.00469	0.02970	0.00805	0.09299	0.01606	0.47889	0.09253	1.51359	0.13442	0.11412	0.03888	0.61194	0.16584	0.86884	4.00000	96.00000	0.00000	0.00000
667	166.68000	21.31613	20.14000	10.77499	75.23000	13.86857	69.55000	17.48621	1.76000	3.06633	0.28000	0.64931	0.02164	0.00504	0.02075	0.00660	0.01128	0.02170	0.00408	0.02010	0.00538	0.05585	-0.01446	0.53054	0.10476	0.56838	0.06056	0.01051	0.03936	0.00971	0.04772	0.01047	0.07375	0.01156	0.78390	0.06659	1.22316	0.07014	0.48562	0.07606	0.91781	0.46090	0.76968	45.00000	0.00000	55.00000	0.00000
668	244.24000	31.00584	29.64000	14.77804	137.94000	25.19477	71.35000	18.94063	5.31000	6.97810	0.69000	1.23851	0.04232	0.01003	0.02341	0.00917	0.17687	0.04038	0.00773	0.02161	0.00657	0.22312	0.17217	0.39276	0.26622	0.62638	0.09193	0.01491	0.05907	0.01401	0.07502	0.01438	0.10978	0.01688	0.81412	0.06265	1.19741	0.06079	0.47939	0.08486	0.87183	0.36402	0.76703	71.00000	0.00000	29.00000	0.00000
669	199.74000	19.08540	0.12000	0.49558	106.19000	13.28811	91.45000	13.41967	1.98000	2.28026	0.04000	0.19596	0.02255	0.00290	0.02141	0.00347	0.05961	0.03049	0.00381	0.02634	0.00391	0.03164	-1.06221	0.25834	-0.76200	0.28619	0.02860	0.00341	0.00662	0.00175	0.01690	0.00312	0.04124	0.00485	0.58860	0.06939	1.44612	0.10683	0.13288	0.02796	0.77618	0.47797	0.92071	6.00000	68.00000	2.00000	24.00000
670	287.21000	25.39460	48.13000	16.24417	102.09000	20.61703	134.61000	20.72674	2.38000	3.58826	0.39000	0.89325	0.02915	0.00739	0.03920	0.00789	0.03018	0.02945	0.00625	0.03861	0.00601	-0.00723	-0.06183	0.47081	0.04553	0.43962	0.11357	0.01525	0.07940	0.01523	0.09784	0.01468	0.13003	0.01642	0.86046	0.03949	1.14693	0.04386	0.54172	0.06742	0.93521	0.52866	0.79227	56.00000	0.00000	44.00000	0.00000
671	350.06000	34.78184	32.22000	11.95289	174.30000	24.94293	137.59000	20.01854	5.95000	6.26159	0.65000	0.90967	0.05092	0.01063	0.04123	0.00840	0.13793	0.05081	0.00783	0.04046	0.00635	0.24715	-0.01164	0.40369	0.06519	0.44010	0.11717	0.01447	0.07110	0.01294	0.09842	0.01475	0.13627	0.01639	0.83799	0.04215	1.16421	0.04297	0.44133	0.06125	0.86730	0.38438	0.78970	88.00000	0.00000	12.00000	0.00000
672	194.80000	22.67113	0.16000	0.65909	102.48000	17.88546	53.51000	12.14454	38.65000	13.63259	2.82000	1.49920	0.03653	0.00699	0.02754	0.00735	0.25019	0.03978	0.00567	0.02598	0.00557	0.29561	-0.35097	0.37817	0.22217	0.55255	0.04355	0.00771	0.01152	0.00406	0.02021	0.00559	0.06558	0.01132	0.46444	0.09420	1.51210	0.13390	0.15517	0.04684	0.69881	0.27642	0.86949	8.00000	92.00000	0.00000	0.00000
673	187.72000	19.86408	77.99000	12.45592	90.64000	18.03969	19.09000	5.88404	0.00000	0.00000	0.00000	0.00000	0.02575	0.00647	0.00553	0.00218	0.01168	0.02555	0.00508	0.00538	0.00166	-0.06894	0.00922	0.46541	0.05872	0.82947	0.10710	0.01344	0.09146	0.01307	0.09898	0.01342	0.11599	0.01356	0.92323	0.02402	1.08441	0.02705	0.74932	0.04851	0.96696	0.31890	0.54768	0.00000	0.00000	100.00000	0.00000
674	261.46000	19.65422	54.21000	10.31145	178.73000	20.76240	28.52000	7.71425	0.00000	0.00000	0.00000	0.00000	0.04815	0.00629	0.00794	0.00272	-0.12078	0.05038	0.00585	0.00804	0.00217	-0.13554	-0.17961	0.30568	-0.07783	0.63912	0.10435	0.00978	0.07631	0.01013	0.09276	0.00989	0.11666	0.01072	0.88819	0.02781	1.11874	0.03583	0.58122	0.04820	0.94661	0.60178	0.82606	0.00000	0.00000	100.00000	0.00000
675	138.70000	13.48740	55.67000	8.74878	66.67000	12.73896	16.36000	5.16821	0.00000	0.00000	0.00000	0.00000	0.01849	0.00507	0.00449	0.00187	-0.08437	0.01879	0.00359	0.00461	0.00146	-0.02705	-0.10041	0.58260	-0.12701	0.84359	0.07750	0.00811	0.06601	0.00843	0.07056	0.00842	0.08534	0.00857	0.90941	0.03146	1.10205	0.03207	0.74611	0.05532	0.95034	0.37493	0.64290	0.00000	0.00000	100.00000	0.00000
676	326.40000	32.37530	38.12000	18.30207	129.99000	26.06588	153.36000	23.01674	4.93000	5.33339	0.51000	0.87744	0.03853	0.00958	0.04496	0.00878	0.12936	0.03803	0.00789	0.04462	0.00713	0.14779	0.03837	0.49527	0.02108	0.38564	0.11608	0.01656	0.07433	0.01667	0.09711	0.01689	0.13511	0.01762	0.83386	0.04894	1.16708	0.05178	0.47504	0.07475	0.91372	0.55976	0.84475	80.00000	0.00000	20.00000	0.00000
677	117.20000	16.44324	74.05000	13.19877	23.46000	7.27382	19.69000	7.31942	0.00000	0.00000	0.00000	0.00000	0.00660	0.00219	0.00571	0.00260	-0.00232	0.00661	0.00205	0.00555	0.00206	0.19746	0.00837	0.62921	0.04876	0.78825	0.08576	0.01354	0.07961	0.01332	0.08104	0.01354	0.09141	0.01340	0.94366	0.02030	1.06790	0.02624	0.86764	0.03551	0.99214	0.35581	0.46856	0.00000	0.00000	100.00000	0.00000
678	197.02000	24.04661	46.89000	15.11879	80.22000	17.00034	69.44000	16.39105	0.47000	1.10865	0.08000	0.30594	0.02316	0.00627	0.02008	0.00573	0.05944	0.02274	0.00483	0.01971	0.00467	0.04041	0.05263	0.53609	0.06413	0.54008	0.08897	0.01486	0.06735	0.01416	0.07756	0.01448	0.10073	0.01591	0.86981	0.04010	1.13474	0.04472	0.61252	0.06892	0.95578	0.45838	0.69532	20.00000	0.00000	80.00000	0.00000
679	98.73000	13.17638	0.00000	0.00000	36.59000	7.75641	41.82000	7.54769	20.32000	7.71477	1.77000	1.06635	0.01320	0.00384	0.01364	0.00346	0.62923	0.01604	0.00326	0.01752	0.00317	0.44700	-0.74257	0.50608	-0.91316	0.42336	0.01467	0.00373	0.00125	0.00089	0.00334	0.00147	0.02714	0.00666	0.22869	0.09206	1.86514	0.20243	0.04415	0.02557	0.57946	0.29836	0.92854	0.00000	100.00000	0.00000	0.00000
680	244.70000	25.11633	16.34000	10.20414	149.91000	23.34742	65.31000	16.78553	13.14000	10.34120	1.66000	1.44375	0.04799	0.00918	0.02340	0.00916	0.07570	0.04596	0.00694	0.02211	0.00643	0.07005	0.17263	0.43404	0.16815	0.72086	0.08165	0.01314	0.04595	0.01249	0.06065	0.01232	0.10371	0.01632	0.74081	0.07047	1.27333	0.08614	0.39646	0.08519	0.86339	0.44605	0.82967	96.00000	1.00000	3.00000	0.00000
681	323.68000	27.66727	53.19000	14.66131	125.59000	17.87965	142.98000	23.46315	1.92000	2.54039	0.19000	0.54213	0.03577	0.00706	0.04045	0.00804	0.16012	0.03594	0.00539	0.04084	0.00681	0.12262	-0.02934	0.43502	-0.04756	0.37082	0.12565	0.01301	0.08755	0.01375	0.10970	0.01256	0.14201	0.01389	0.87255	0.03025	1.13141	0.03913	0.54011	0.06062	0.90878	0.50036	0.81380	66.00000	0.00000	34.00000	0.00000
682	130.32000	15.83975	59.70000	12.87517	51.27000	12.18840	19.35000	6.90272	0.00000	0.00000	0.00000	0.00000	0.01459	0.00427	0.00534	0.00244	-0.06981	0.01445	0.00344	0.00545	0.00195	-0.01099	0.02502	0.55482	-0.12794	0.80383	0.07904	0.01209	0.06907	0.01214	0.07258	0.01244	0.08614	0.01195	0.91581	0.03455	1.09303	0.03726	0.77776	0.05320	0.98065	0.52436	0.67904	0.00000	0.00000	100.00000	0.00000
683	237.61000	29.88508	5.68000	6.51748	106.64000	18.81091	97.37000	21.12328	27.92000	12.95043	2.64000	1.65239	0.03966	0.00879	0.03753	0.01049	0.13439	0.03793	0.00643	0.03532	0.00744	0.22861	0.17484	0.51188	0.23194	0.57904	0.07172	0.01372	0.03312	0.01092	0.04872	0.01121	0.09581	0.01717	0.67905	0.07709	1.34174	0.09264	0.30353	0.07331	0.84931	0.43985	0.83916	76.00000	24.00000	0.00000	0.00000
684	131.36000	17.68927	43.82000	8.79247	85.42000	15.72017	2.12000	1.51842	0.00000	0.00000	0.00000	0.00000	0.02371	0.00514	0.00057	0.00050	0.09556	0.02408	0.00443	0.00060	0.00043	0.06282	-0.06808	0.45433	-0.13535	0.89685	0.06651	0.00966	0.05437	0.00907	0.06011	0.00943	0.07350	0.01007	0.90287	0.03132	1.10678	0.03498	0.69616	0.05562	0.96327	0.28603	0.53127	0.00000	0.00000	100.00000	0.00000
685	183.04000	18.03104	65.57000	9.60131	97.43000	15.93691	20.04000	6.88610	0.00000	0.00000	0.00000	0.00000	0.02721	0.00559	0.00568	0.00259	0.14048	0.02746	0.00449	0.00565	0.00194	0.12022	-0.04746	0.41441	-0.03586	0.79987	0.09656	0.00952	0.08011	0.00899	0.08808	0.00951	0.10569	0.00993	0.91182	0.02847	1.09550	0.03028	0.71460	0.04657	0.94026	0.16499	0.48961	0.00000	0.00000	100.00000	0.00000
686	256.92000	21.34511	51.01000	10.82266	138.73000	22.07345	67.13000	16.41381	0.05000	0.21794	0.00000	0.00000	0.03782	0.00692	0.01949	0.00597	-0.14758	0.03912	0.00622	0.01894	0.00464	-0.24217	-0.13222	0.39618	0.08995	0.62531	0.10503	0.00976	0.07637	0.01026	0.09223	0.01026	0.11746	0.01008	0.87696	0.02973	1.11959	0.03452	0.57697	0.05634	0.91222	0.46878	0.78804	5.00000	0.00000	95.00000	0.00000
687	189.00000	18.15379	38.05000	10.75953	95.74000	15.92270	55.07000	13.98660	0.14000	0.44766	0.00000	0.00000	0.02707	0.00585	0.01569	0.00477	-0.15245	0.02703	0.00450	0.01556	0.00397	-0.25618	-0.00627	0.46732	0.01583	0.56839	0.07842	0.01098	0.05704	0.01042	0.06743	0.01101	0.09001	0.01157	0.85795	0.04254	1.15043	0.04727	0.57594	0.05947	0.94842	0.47373	0.72539	10.00000	0.00000	90.00000	0.00000
688	305.61000	30.59604	76.21000	19.26930	154.91000	26.89799	74.26000	16.87342	0.23000	0.70505	0.03000	0.22159	0.04461	0.01004	0.02167	0.00622	0.02613	0.04373	0.00759	0.02100	0.00481	0.02219	0.06266	0.44747	0.10250	0.50467	0.14002	0.01899	0.10688	0.01884	0.12528	0.01914	0.15582	0.01931	0.89333	0.03259	1.11517	0.04011	0.62143	0.06257	0.95021	0.48269	0.72880	12.00000	0.00000	88.00000	0.00000
689	276.90000	26.83673	39.55000	11.26444	182.54000	21.30560	54.60000	12.23438	0.21000	1.00295	0.01000	0.09950	0.04889	0.00660	0.01511	0.00421	-0.07782	0.05151	0.00604	0.01545	0.00350	0.04083	-0.20739	0.33459	-0.10433	0.53165	0.09788	0.01314	0.06589	0.01218	0.08397	0.01283	0.11224	0.01410	0.85651	0.03816	1.14844	0.03677	0.51098	0.05109	0.95843	0.62817	0.82176	7.00000	0.00000	93.00000	0.00000
690	296.20000	26.61203	31.31000	9.34954	149.80000	23.34823	114.90000	18.78696	0.19000	0.54213	0.02000	0.14000	0.04010	0.00741	0.03158	0.00591	-0.01020	0.04228	0.00659	0.03244	0.00532	-0.07944	-0.21764	0.32774	-0.10934	0.36943	0.09671	0.00997	0.06087	0.00907	0.08242	0.00999	0.11176	0.01073	0.85140	0.03667	1.15723	0.04357	0.46528	0.05095	0.88158	0.36328	0.75613	13.00000	0.00000	87.00000	0.00000
691	214.04000	24.00913	96.42000	18.88554	114.48000	19.88189	3.14000	1.91844	0.00000	0.00000	0.00000	0.00000	0.03268	0.00733	0.00090	0.00065	-0.02933	0.03227	0.00560	0.00089	0.00054	-0.13337	0.03443	0.44262	0.00956	0.94331	0.12850	0.01885	0.11172	0.01889	0.12061	0.01860	0.13686	0.01908	0.93772	0.02091	1.06636	0.02350	0.77094	0.05196	0.98106	0.50483	0.66006	0.00000	0.00000	100.00000	0.00000
692	129.69000	15.14708	35.81000	9.17572	61.82000	13.53542	32.01000	9.33541	0.05000	0.35707	0.00000	0.00000	0.01710	0.00455	0.00891	0.00304	0.08382	0.01744	0.00382	0.00904	0.00265	-0.07860	-0.09040	0.54213	-0.06802	0.56734	0.06050	0.00879	0.04750	0.00851	0.05306	0.00915	0.06910	0.00907	0.87406	0.04377	1.14522	0.04489	0.65103	0.06462	0.94658	0.35978	0.63894	2.00000	0.00000	98.00000	0.00000
693	198.17000	22.30608	33.60000	6.17576	11.73000	5.30256	152.84000	21.45680	0.00000	0.00000	0.00000	0.00000	0.00324	0.00179	0.03962	0.00612	0.01166	0.00331	0.00149	0.04308	0.00605	0.02889	-0.15362	0.77990	-0.32889	0.29932	0.06926	0.00856	0.04783	0.00744	0.05966	0.00798	0.07955	0.00924	0.86099	0.03676	1.15038	0.04572	0.53324	0.04845	0.92959	0.33062	0.65292	0.00000	0.00000	100.00000	0.00000
694	279.94000	26.31799	11.32000	5.71293	155.90000	18.57821	111.34000	18.85960	1.38000	1.47499	0.03000	0.17059	0.04058	0.00564	0.03125	0.00610	0.03849	0.04433	0.00534	0.03177	0.00547	0.14000	-0.34852	0.28600	-0.06355	0.40676	0.07255	0.00734	0.03663	0.00645	0.05769	0.00737	0.08833	0.00851	0.79397	0.04276	1.21910	0.05057	0.34321	0.04960	0.81906	0.39600	0.84896	65.00000	0.00000	35.00000	0.00000
695	223.22000	18.79658	66.95000	11.74170	102.90000	19.64765	53.37000	11.69500	0.00000	0.00000	0.00000	0.00000	0.02912	0.00651	0.01481	0.00429	-0.06017	0.02900	0.00554	0.01504	0.00330	-0.04227	0.01246	0.42453	-0.08549	0.56750	0.10896	0.00972	0.08699	0.01028	0.09800	0.01005	0.12041	0.01010	0.89871	0.02939	1.10609	0.03160	0.66957	0.05298	0.92972	0.44562	0.74297	0.00000	0.00000	100.00000	0.00000
696	250.51000	19.84515	29.33000	9.19027	110.09000	17.00594	110.72000	16.39273	0.37000	0.65810	0.02000	0.14000	0.03110	0.00590	0.03101	0.00599	-0.09927	0.03114	0.00480	0.03131	0.00463	-0.18472	-0.01451	0.39677	-0.04823	0.42237	0.08607	0.00916	0.05502	0.00913	0.07301	0.00934	0.10060	0.00941	0.84685	0.03697	1.17121	0.04927	0.47497	0.05727	0.90466	0.53241	0.84016	29.00000	0.00000	71.00000	0.00000
697	143.85000	16.17243	80.88000	11.74928	57.49000	13.59080	5.48000	2.85475	0.00000	0.00000	0.00000	0.00000	0.01608	0.00445	0.00150	0.00101	0.02922	0.01620	0.00383	0.00154	0.00080	0.07564	-0.03257	0.56771	-0.12520	0.90143	0.09744	0.01148	0.08865	0.01130	0.09220	0.01161	0.10374	0.01162	0.94551	0.02035	1.06570	0.02474	0.83757	0.04016	0.97978	0.25487	0.44216	0.00000	0.00000	100.00000	0.00000
698	258.99000	23.60487	7.27000	5.01768	94.30000	15.49935	154.31000	19.36734	3.11000	2.99631	0.18000	0.43313	0.02662	0.00504	0.03924	0.00586	0.11379	0.02746	0.00460	0.04437	0.00559	0.06697	-0.12283	0.39964	-0.47922	0.29713	0.06174	0.00637	0.02882	0.00580	0.04723	0.00694	0.07660	0.00705	0.76282	0.05728	1.24346	0.06148	0.30977	0.05409	0.77944	0.38589	0.87587	82.00000	1.00000	17.00000	0.00000
699	229.85000	25.04731	95.51000	16.14280	84.28000	17.03648	50.06000	13.36400	0.00000	0.00000	0.00000	0.00000	0.02370	0.00622	0.01386	0.00455	0.00329	0.02376	0.00480	0.01411	0.00377	-0.03974	-0.02985	0.53067	-0.09647	0.59273	0.13174	0.01622	0.11296	0.01567	0.12166	0.01608	0.14291	0.01709	0.92266	0.02303	1.08554	0.02346	0.75445	0.04556	0.97125	0.33858	0.55092	0.00000	0.00000	100.00000	0.00000
700	110.66000	12.69269	34.71000	6.62917	69.12000	11.90738	6.83000	3.54698	0.00000	0.00000	0.00000	0.00000	0.01944	0.00423	0.00185	0.00110	-0.11753	0.01948	0.00336	0.00193	0.00100	0.06702	-0.01140	0.54451	-0.17392	0.79625	0.05425	0.00659	0.04361	0.00653	0.04804	0.00715	0.06123	0.00669	0.88359	0.04828	1.13101	0.04345	0.67679	0.05701	0.94786	0.37781	0.65135	0.00000	0.00000	100.00000	0.00000
701	295.99000	29.46947	38.56000	10.41952	73.96000	16.70265	182.93000	27.77562	0.54000	1.25236	0.05000	0.32787	0.02111	0.00606	0.05023	0.00805	-0.02600	0.02100	0.00483	0.05171	0.00788	-0.10214	-0.01106	0.48762	-0.11115	0.31677	0.10324	0.01120	0.06757	0.01026	0.08849	0.01076	0.11849	0.01216	0.85642	0.03268	1.14906	0.03950	0.49228	0.05262	0.89615	0.39473	0.75972	25.00000	0.00000	75.00000	0.00000
